Genre|Year|Rank|Movie|Release Date|Therical Distributor|MPAA Rating|Gross|Ticket Sold
Thriller-or-Suspense|2013|42|We Are What We Are|Sep 27, 2013|Entertainment One|R|$81,381|10,009
Thriller-or-Suspense|2013|43|Go For Sisters|Nov 8, 2013|Variance Films|Not Rated|$62,107|7,639
Thriller-or-Suspense|2013|44|The Canyons|Aug 2, 2013|IFC Films|R|$59,671|7,339
Thriller-or-Suspense|2013|45|Final: The Rapture|Sep 13, 2013|Riverrain|PG-13|$54,466|6,699
Thriller-or-Suspense|2013|46|Killing Them Softly|Nov 30, 2012|Weinstein Co.|R|$40,560|4,988
Thriller-or-Suspense|2013|47|Redemption|Jun 28, 2013|Roadside Attractions|R|$36,686|4,512
Thriller-or-Suspense|2013|48|Maniac|Jun 21, 2013|IFC Midnight|Not Rated|$26,826|3,299
Thriller-or-Suspense|2013|49|Graceland|Apr 26, 2013|Drafthouse Films|Not Rated|$24,529|3,017
Thriller-or-Suspense|2013|50|Simon Killer|Apr 5, 2013|IFC Films|Not Rated|$24,082|2,962
Thriller-or-Suspense|2013|51|The Last Days on Mars|Dec 6, 2013|Magnolia Pictures|R|$23,376|2,875
Thriller-or-Suspense|2013|52|A Single Shot|Sep 20, 2013|TriBeca Films|Not Rated|$18,642|2,292
Thriller-or-Suspense|2013|53|Evil Intent|Jun 28, 2013||Not Rated|$10,336|1,271
Thriller-or-Suspense|2013|54|Girls Against Boys|Feb 1, 2013|Anchor Bay Entert…|R|$7,529|926
Thriller-or-Suspense|2013|55|Welcome to the Punch|Mar 27, 2013|IFC Films|R|$7,034|865
Thriller-or-Suspense|2013|56|La proie|Jun 7, 2013|Cohen Media Group|R|$6,310|776
Thriller-or-Suspense|2013|57|Le Moine|Dec 7, 2012|Mongrel Media|R|$6,254|769
Thriller-or-Suspense|2013|58|Sweetwater|Oct 11, 2013||R|$6,147|756
Thriller-or-Suspense|2013|59|A Dark Truth|Jan 4, 2013|Magnolia Pictures|Not Rated|$5,120|629
Thriller-or-Suspense|2013|60|Inescapable|Feb 22, 2013|IFC Films|R|$4,327|532
Thriller-or-Suspense|2013|61|Rubberneck|Feb 22, 2013|TriBeca Films|Not Rated|$4,150|510
Thriller-or-Suspense|2013|62|Silver Circle|Mar 22, 2013|Hybrid Pictures|PG-13|$4,080|501
Thriller-or-Suspense|2013|63|Arbitrage|Sep 14, 2012|Roadside Attractions|R|$3,752|461
Thriller-or-Suspense|2013|64|Los Condenados|Mar 1, 2013|Strand|Not Rated|$3,489|429
Thriller-or-Suspense|2013|65|Plush|Sep 13, 2013|IM Global/Blumhouse|R|$3,080|378
Thriller-or-Suspense|2013|66|Pawn|Apr 19, 2013|Anchor Bay Entert…|R|$2,793|343
Thriller-or-Suspense|2013|67|Deadfall|Dec 7, 2012|Magnolia Pictures|R|$2,713|333
Thriller-or-Suspense|2013|68|Knife Fight|Jan 25, 2013|IFC Films|R|$2,019|248
Thriller-or-Suspense|2013|69|La marque des anges|Sep 27, 2013|Mongrel Media|Not Rated|$1,329|163
Thriller-or-Suspense|2013|70|Le combat dans l'île|Jun 12, 2009|The Film Desk|PG-13|$821|100
Thriller-or-Suspense|2014|1|The Hunger Games: Mockingja…|Nov 21, 2014|Lionsgate|PG-13|$323,734,502|39,624,786
Thriller-or-Suspense|2014|2|Gone Girl|Oct 3, 2014|20th Century Fox|R|$166,197,583|20,342,421
Thriller-or-Suspense|2014|3|The Maze Runner|Sep 19, 2014|20th Century Fox|PG-13|$102,104,191|12,497,452
Thriller-or-Suspense|2014|4|The Purge: Anarchy|Jul 18, 2014|Universal|R|$71,562,550|8,759,186
Thriller-or-Suspense|2014|5|No Good Deed|Sep 12, 2014|Sony Pictures|PG-13|$52,543,632|6,431,289
Thriller-or-Suspense|2014|6|Into the Storm|Aug 8, 2014|Warner Bros.|PG-13|$47,602,194|5,826,461
Thriller-or-Suspense|2014|7|Nightcrawler|Oct 31, 2014|Open Road|R|$31,983,186|3,914,710
Thriller-or-Suspense|2014|8|3 Days to Kill|Feb 21, 2014|Relativity|PG-13|$30,697,999|3,757,405
Thriller-or-Suspense|2014|9|The November Man|Aug 27, 2014|Relativity|R|$25,018,119|3,062,193
Thriller-or-Suspense|2014|10|Transcendence|Apr 18, 2014|Warner Bros.|PG-13|$23,022,309|2,817,908
Thriller-or-Suspense|2014|11|As Above, So Below|Aug 29, 2014|Universal|R|$21,222,315|2,597,590
Thriller-or-Suspense|2014|12|Gravity|Oct 4, 2013|Warner Bros.|PG-13|$18,471,038|2,260,836
Thriller-or-Suspense|2014|13|A Most Wanted Man|Jul 25, 2014|Roadside Attractions|R|$17,237,855|2,109,896
Thriller-or-Suspense|2014|14|Left Behind|Oct 3, 2014|Freestyle Releasing|PG-13|$14,019,924|1,716,024
Thriller-or-Suspense|2014|15|Snowpiercer|Jun 27, 2014|RADiUS-TWC|R|$4,563,029|558,510
Thriller-or-Suspense|2014|16|Before I Go to Sleep|Oct 31, 2014|Clarius Entertain…|R|$3,242,457|396,873
Thriller-or-Suspense|2014|17|Under the Skin|Apr 4, 2014|A24|R|$2,614,251|319,981
Thriller-or-Suspense|2014|18|Kill the Messenger|Oct 10, 2014|Focus Features|R|$2,450,846|299,981
Thriller-or-Suspense|2014|19|Locke|Apr 25, 2014|A24|R|$1,370,646|167,765
Thriller-or-Suspense|2014|20|Repentance|Feb 28, 2014|Codeblack Enterta…|R|$1,189,612|145,607
Thriller-or-Suspense|2014|21|Enemy|Mar 14, 2014|A24|R|$1,005,824|123,111
Thriller-or-Suspense|2014|22|Más negro que la noche|Sep 26, 2014|Lionsgate|R|$870,063|106,494
Thriller-or-Suspense|2014|23|Holiday|Jun 6, 2014|Reliance Entertai…|Not Rated|$706,893|86,523
Thriller-or-Suspense|2014|24|The Signal|Jun 13, 2014|Focus Features|PG-13|$600,896|73,549
Thriller-or-Suspense|2014|25|Omar|Feb 21, 2014|Adopt Films|Not Rated|$583,000|71,358
Thriller-or-Suspense|2014|26|The Saratov Approach|Oct 9, 2013|Purdie Distribution|PG-13|$573,874|70,241
Thriller-or-Suspense|2014|27|The Two Faces of January|Sep 26, 2014|Magnolia Pictures|PG-13|$507,463|62,112
Thriller-or-Suspense|2014|28|The Captive|Sep 5, 2014|Entertainment One|R|$450,000|55,079
Thriller-or-Suspense|2014|29|In Secret|Feb 21, 2014|Roadside Attractions|R|$444,179|54,367
Thriller-or-Suspense|2014|30|Cold in July|May 23, 2014|IFC Films|R|$423,223|51,802
Thriller-or-Suspense|2014|31|The Guest|Sep 17, 2014|Picturehouse|R|$369,911|45,276
Thriller-or-Suspense|2014|32|Night Moves|May 30, 2014|Cinedigm|R|$271,755|33,262
Thriller-or-Suspense|2014|33|Blue Ruin|Apr 25, 2014|RADiUS-TWC|R|$258,384|31,625
Thriller-or-Suspense|2014|34|La chambre bleue|Oct 3, 2014|IFC Films|R|$257,757|31,549
Thriller-or-Suspense|2014|35|All is Lost|Oct 18, 2013|Roadside Attractions|PG-13|$216,463|26,494
Thriller-or-Suspense|2014|36|Jinn|Apr 4, 2014|Freestyle Releasing|PG-13|$202,348|24,767
Thriller-or-Suspense|2014|37|Bethlehem|Mar 7, 2014|Adopt Films|Not Rated|$127,115|15,558
Thriller-or-Suspense|2014|38|Escape Plan|Oct 18, 2013|Lionsgate|R|$72,410|8,862
Thriller-or-Suspense|2014|39|Final: The Rapture|Sep 13, 2013|Riverrain|PG-13|$70,095|8,579
Thriller-or-Suspense|2014|40|Cheap Thrills|Mar 21, 2014|Drafthouse Films|Not Rated|$59,424|7,273
Thriller-or-Suspense|2014|41|Borgman|Jun 6, 2014|Drafthouse Films|Not Rated|$57,475|7,034
Thriller-or-Suspense|2014|42|The Bag Man|Feb 28, 2014|Cinedigm|R|$56,574|6,924
Thriller-or-Suspense|2014|43|A Field in England|Feb 7, 2014|Drafthouse Films|Not Rated|$32,846|4,020
Thriller-or-Suspense|2014|44|Big Bad Wolves|Jan 17, 2014|Magnet Pictures|Not Rated|$32,828|4,018
Thriller-or-Suspense|2014|45|Grand Piano|Mar 7, 2014|Magnolia Pictures|R|$22,555|2,760
Thriller-or-Suspense|2014|46|Murder Eleven|Oct 1, 2013|Indican Pictures|R|$22,107|2,705
Thriller-or-Suspense|2014|47|Cold Comes the Night|Jan 10, 2014|Stage 6 Samuel Go…|R|$16,971|2,077
Thriller-or-Suspense|2014|48|The Counselor|Oct 25, 2013|20th Century Fox|R|$13,491|1,651
Thriller-or-Suspense|2014|49|Alien Abduction|Apr 4, 2014|IFC Midnight|Not Rated|$12,087|1,479
Thriller-or-Suspense|2014|50|Last Passenger|Apr 25, 2014|Cohen Media Group|R|$9,326|1,141
Thriller-or-Suspense|2014|51|Radio Free Albemuth|Jun 27, 2014|Freestyle Releasing|R|$8,493|1,039
Thriller-or-Suspense|2014|52|Go For Sisters|Nov 8, 2013|Variance Films|Not Rated|$8,388|1,026
Thriller-or-Suspense|2014|53|L’étrange couleur des larme…|Aug 29, 2014|Strand|Not Rated|$7,182|879
Thriller-or-Suspense|2014|54|Pioneer|Dec 5, 2014|Magnolia Pictures|R|$6,847|838
Thriller-or-Suspense|2014|55|The Devil's Hand|Oct 10, 2014|Roadside Attractions|PG-13|$4,239|518
Thriller-or-Suspense|2014|56|Locker 13|Mar 28, 2014|Brothers' Ink Pro…|R|$3,496|427
Thriller-or-Suspense|2014|57|The Girl on the Train|Jul 3, 2014|Monterey Media|R|$3,124|382
Thriller-or-Suspense|2014|58|Missionary|Oct 29, 2014|Freestyle Releasing|R|$2,120|259
Thriller-or-Suspense|2014|59|These Final Hours|Oct 17, 2014|Mongrel Media|Not Rated|$1,780|217
Thriller-or-Suspense|2014|60|Truth|Jan 10, 2014|Left of Center En…|Not Rated|$1,626|199
Thriller-or-Suspense|2014|61|The Butterfly Room|Apr 11, 2014|Archstone Enterta…|Not Rated|$1,081|132
Thriller-or-Suspense|2014|62|The Last Days on Mars|Dec 6, 2013|Magnolia Pictures|R|$708|86
Thriller-or-Suspense|2015|1|The Hunger Games: Mockingja…|Nov 20, 2015|Lionsgate|PG-13|$274,185,395|32,524,957
Thriller-or-Suspense|2015|2|The Martian|Oct 2, 2015|20th Century Fox|PG-13|$225,345,353|26,731,359
Thriller-or-Suspense|2015|3|Maze Runner: The Scorch Trials|Sep 18, 2015|20th Century Fox|PG-13|$81,630,702|9,683,357
Thriller-or-Suspense|2015|4|Bridge of Spies|Oct 16, 2015|Walt Disney|PG-13|$70,610,153|8,376,056
Thriller-or-Suspense|2015|5|The Visit|Sep 11, 2015|Universal|PG-13|$65,206,105|7,735,007
Thriller-or-Suspense|2015|6|The Perfect Guy|Sep 11, 2015|Sony Pictures|PG-13|$57,027,435|6,764,820
Thriller-or-Suspense|2015|7|Sicario|Sep 18, 2015|Lionsgate|R|$46,823,967|5,554,444
Thriller-or-Suspense|2015|8|The Gift|Aug 7, 2015|STX Entertainment|R|$43,787,265|5,194,218
Thriller-or-Suspense|2015|9|Everest|Sep 18, 2015|Universal|PG-13|$43,482,270|5,158,039
Thriller-or-Suspense|2015|10|The Boy Next Door|Jan 23, 2015|Universal|R|$36,006,065|4,271,182
Thriller-or-Suspense|2015|11|No Escape|Aug 26, 2015|Weinstein Co.|R|$27,288,872|3,237,114
Thriller-or-Suspense|2015|12|Ex Machina|Apr 10, 2015|A24|R|$25,440,971|3,017,908
Thriller-or-Suspense|2015|13|Secret in Their Eyes|Nov 20, 2015|STX Entertainment|PG-13|$20,119,034|2,386,599
Thriller-or-Suspense|2015|14|The Hunger Games: Mockingja…|Nov 21, 2014|Lionsgate|PG-13|$13,401,383|1,589,725
Thriller-or-Suspense|2015|15|Self/Less|Jul 10, 2015|Focus Features|PG-13|$12,279,691|1,456,665
Thriller-or-Suspense|2015|16|The Gunman|Mar 20, 2015|Open Road|R|$10,664,749|1,265,094
Thriller-or-Suspense|2015|17|Blackhat|Jan 16, 2015|Universal|R|$8,005,980|949,701
Thriller-or-Suspense|2015|18|The Loft|Jan 30, 2015|Open Road|R|$6,002,684|712,062
Thriller-or-Suspense|2015|19|Victor Frankenstein|Nov 25, 2015|20th Century Fox|PG-13|$5,775,076|685,062
Thriller-or-Suspense|2015|20|Truth|Oct 16, 2015|Sony Pictures Cla…|R|$2,517,245|298,605
Thriller-or-Suspense|2015|21|Assassination|Aug 7, 2015|Well Go USA|Not Rated|$1,904,682|225,940
Thriller-or-Suspense|2015|22|Legend|Nov 20, 2015|Universal|R|$1,852,124|219,706
Thriller-or-Suspense|2015|23|Gone Girl|Oct 3, 2014|20th Century Fox|R|$1,569,606|186,193
Thriller-or-Suspense|2015|24|’71|Feb 27, 2015|Roadside Attractions|R|$1,270,847|150,752
Thriller-or-Suspense|2015|25|Child 44|Apr 17, 2015|Lionsgate|R|$1,224,330|145,234
Thriller-or-Suspense|2015|26|Black Sea|Jan 23, 2015|Focus Features|R|$1,171,559|138,974
Thriller-or-Suspense|2015|27|Remember|Oct 16, 2015|Entertainment One|R|$501,931|59,541
Thriller-or-Suspense|2015|28|The Third Man|Feb 2, 1950|Selznick Releasin…|Not Rated|$437,795|51,932
Thriller-or-Suspense|2015|29|Wo shi zheng ren|Oct 30, 2015|China Lion Film D…|Not Rated|$409,644|48,593
Thriller-or-Suspense|2015|30|Badlapur|Feb 20, 2015|Eros Entertainment|Not Rated|$409,166|48,536
Thriller-or-Suspense|2015|31|Nightcrawler|Oct 31, 2014|Open Road|R|$398,032|47,216
Thriller-or-Suspense|2015|32|Freetown|Apr 8, 2015|Purdie Distribution|PG-13|$397,122|47,108
Thriller-or-Suspense|2015|33|The Maze Runner|Sep 19, 2014|20th Century Fox|PG-13|$323,671|38,395
Thriller-or-Suspense|2015|34|Nh10|Mar 13, 2015|Eros Entertainment|Not Rated|$262,586|31,148
Thriller-or-Suspense|2015|35|Dark Places|Aug 7, 2015|A24|R|$208,588|24,743
Thriller-or-Suspense|2015|36|Une nouvelle amie|Jun 5, 2015|Mongrel Media|R|$196,284|23,283
Thriller-or-Suspense|2015|37|La French|May 15, 2015|Drafthouse Films|R|$190,980|22,654
Thriller-or-Suspense|2015|38|Beeba Boys|Oct 16, 2015|Mongrel Media|Not Rated|$189,786|22,513
Thriller-or-Suspense|2015|39|Cop Car|Aug 7, 2015|Focus Features|R|$134,552|15,961
Thriller-or-Suspense|2015|40|Z for Zachariah|Aug 25, 2015|Roadside Attractions|PG-13|$121,461|14,408
Thriller-or-Suspense|2015|41|Every Secret Thing|May 15, 2015|Starz Digital Media|R|$103,536|12,281
Thriller-or-Suspense|2015|42|Man from Reno|Mar 27, 2015|Gravitas Ventures|Not Rated|$92,918|11,022
Thriller-or-Suspense|2015|43|Backcountry|Mar 20, 2015|IFC Midnight|R|$71,191|8,444
Thriller-or-Suspense|2015|44|Du rififi chez les hommes|Jun 5, 1956||Not Rated|$57,749|6,850
Thriller-or-Suspense|2015|45|Heist|Nov 13, 2015|Lionsgate|R|$50,136|5,947
Thriller-or-Suspense|2015|46|Beyond The Reach|Apr 17, 2015|Roadside Attractions|R|$45,895|5,444
Thriller-or-Suspense|2015|47|Lost River|Apr 7, 2015|Warner Bros.|R|$45,431|5,389
Thriller-or-Suspense|2015|48|Mr. X|Apr 17, 2015|Fox International|Not Rated|$44,995|5,337
Thriller-or-Suspense|2015|49|Marnie|Jul 22, 1964||PG|$44,261|5,250
Thriller-or-Suspense|2015|50|Knock Knock|Oct 9, 2015|Lionsgate|R|$36,336|4,310
Thriller-or-Suspense|2015|51|Kill Me Three Times|Mar 26, 2015|Magnolia Pictures|R|$24,296|2,882
Thriller-or-Suspense|2015|52|Extraction|Dec 18, 2015|Lionsgate|R|$16,775|1,989
Thriller-or-Suspense|2015|53|Kkeut-kka-ji-gan-da|Jul 17, 2015|Kino Lorber|Not Rated|$16,563|1,964
Thriller-or-Suspense|2015|54|Dawn of the Crescent Moon|Jul 17, 2015|Indican Pictures|Not Rated|$8,799|1,043
Thriller-or-Suspense|2015|55|Area 51|May 15, 2015|Paramount Pictures|R|$7,556|896
Thriller-or-Suspense|2015|56|Victoria|Oct 9, 2015|Adopt Films|Not Rated|$6,971|826
Thriller-or-Suspense|2015|57|Gabriel|Jun 19, 2015|Oscilloscope Pict…|Not Rated|$6,959|825
Thriller-or-Suspense|2015|58|The Suicide Theory|Jul 10, 2015|Freestyle Releasing|R|$6,434|763
Thriller-or-Suspense|2015|59|Alléluia|Jul 17, 2015|Doppelganger Rele…|Not Rated|$6,334|751
Thriller-or-Suspense|2015|60|The Living|Apr 3, 2015|Monterey Media|R|$5,514|654
Thriller-or-Suspense|2015|61|Dias de gracia|May 1, 2015|Cinema Libre|Not Rated|$4,308|511
Thriller-or-Suspense|2015|62|Blackhats|Oct 23, 2015|Reel One Entertai…|Not Rated|$3,442|408
Thriller-or-Suspense|2015|63|Hyena|Apr 14, 2015|TriBeca Films|Not Rated|$3,401|403
Thriller-or-Suspense|2015|64|Windsor Drive|Aug 28, 2015|Indican Pictures|Not Rated|$3,256|386
Thriller-or-Suspense|2015|65|Julia|Oct 23, 2015|Archstone Enterta…|R|$2,710|321
Thriller-or-Suspense|2015|66|La chambre bleue|Oct 3, 2014|IFC Films|R|$2,684|318
Thriller-or-Suspense|2015|67|Body|Dec 11, 2015|Oscilloscope Pict…|Not Rated|$2,634|312
Thriller-or-Suspense|2015|68|La dame dans l’auto avec de…|Dec 18, 2015|Magnolia Pictures|Not Rated|$1,901|225
Thriller-or-Suspense|2015|69|Cut Snake|Oct 16, 2015|Monterey Media|R|$1,625|192
Thriller-or-Suspense|2015|70|The Captive|Sep 5, 2014|Entertainment One|R|$1,457|172
Thriller-or-Suspense|2015|71|El Nino|Apr 17, 2015|Distrib Films|Not Rated|$245|29
Thriller-or-Suspense|2015|72|Pioneer|Dec 5, 2014|Magnolia Pictures|R|$24|2
